Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
1,36,New York State,29-1249,"Surgeons, All Other",3550,228720,137580,78710,303720
1,36,New York State,29-1291,Acupuncturists,,81860,80250,55750,94910
1,36,New York State,29-1292,Dental Hygienists,9970,85530,81230,66340,95120
10,1,Capital Region,29-1071,Physician Assistants,840,122340,125760,97050,134990
1,36,New York State,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",690,104420,91560,60460,126400
1,36,New York State,29-2010,Clinical Laboratory Technologists and Technicians,17200,74800,78750,48690,87850
1,36,New York State,29-2031,Cardiovascular Technologists and Technicians,3380,73240,66280,47650,86030
1,36,New York State,29-2032,Diagnostic Medical Sonographers,5900,88800,82740,71780,97310
1,36,New York State,29-2033,Nuclear Medicine Technologists,890,99400,102110,80580,108810
1,36,New York State,29-2034,Radiologic Technologists,13750,80030,80270,59030,90530
1,36,New York State,29-2035,Magnetic Resonance Imaging Technologists,2350,93010,98620,75380,101830
1,36,New York State,29-2036,Medical Dosimetrists,,144020,135200,117880,157090
1,36,New York State,29-2042,Emergency Medical Technicians,12000,42600,37930,32480,47660
1,36,New York State,29-2043,Paramedics,5710,59310,59180,45270,66320
1,36,New York State,29-2051,Dietetic Technicians,920,45400,47210,33680,51260
1,36,New York State,29-2052,Pharmacy Technicians,20200,40400,38100,30660,45260
1,36,New York State,29-2053,Psychiatric Technicians,2180,44500,48120,32030,50730
1,36,New York State,29-2055,Surgical Technologists,5770,62440,61870,46390,70460
1,36,New York State,29-2056,Veterinary Technologists and Technicians,4990,47270,47730,35490,53170
1,36,New York State,29-2057,Ophthalmic Medical Technicians,5290,45110,47900,33230,51050
1,36,New York State,29-2061,Licensed Practical and Licensed Vocational Nurses,42110,56410,56550,45040,62100
1,36,New York State,29-2072,Medical Records Specialists,6970,58110,50700,39960,67190
1,36,New York State,29-2081,"Opticians, Dispensing",3560,58750,60880,43800,66230
1,36,New York State,29-2091,Orthotists and Prosthetists,300,88670,76010,50450,107780
1,36,New York State,29-2099,"Health Technologists and Technicians, All Other",5430,61870,49470,39890,72850
1,36,New York State,29-9021,Health Information Technologists and Medical Registrars,1590,94550,78290,52480,115590
1,36,New York State,29-9091,Athletic Trainers,790,65370,61930,46370,74870
1,36,New York State,29-9092,Genetic Counselors,,105080,104470,82970,116140
1,36,New York State,29-9093,Surgical Assistants,,60160,61930,47520,66480
1,36,New York State,29-9099,"Healthcare Practitioners and Technical Workers, All Other",890,77460,79220,40060,96160
1,36,New York State,31-0000,Healthcare Support Occupations,662980,38380,38440,30720,42200
1,36,New York State,31-1120,Home Health & Personal Care Aides,478620,35750,32390,30490,38380
1,36,New York State,31-1131,Nursing Assistants,85590,43400,40660,34060,48070
1,36,New York State,31-1132,Orderlies,3950,43250,41610,33350,48200
1,36,New York State,31-1133,Psychiatric Aides,5230,48720,50700,39270,53450
1,36,New York State,31-2011,Occupational Therapy Assistants,2140,69030,65660,49510,78780
1,36,New York State,31-2012,Occupational Therapy Aides,,65420,62960,40130,78070
1,36,New York State,31-2021,Physical Therapist Assistants,3690,64330,65240,48020,72480
1,36,New York State,31-2022,Physical Therapist Aides,3130,37680,34950,30370,41330
1,36,New York State,31-9011,Massage Therapists,4050,55670,50770,37180,64920
1,36,New York State,31-9091,Dental Assistants,20190,47330,50030,37260,52360
1,36,New York State,31-9092,Medical Assistants,31580,44900,40360,35770,49470
1,36,New York State,31-9093,Medical Equipment Preparers,4940,48810,50260,36740,54850
1,36,New York State,31-9094,Medical Transcriptionists,3510,37210,32390,29500,41060
1,36,New York State,31-9095,Pharmacy Aides,2680,35520,31600,30060,38240
1,36,New York State,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,3930,39300,38610,31020,43450
1,36,New York State,31-9097,Phlebotomists,6440,48570,49410,36990,54370
1,36,New York State,31-9099,"Healthcare Support Workers, All Other",3260,46690,43440,34550,52760
1,36,New York State,33-0000,Protective Service Occupations,284170,65310,53130,36230,79850
1,36,New York State,33-1011,First-Line Supervisors of Correctional Officers,4030,106460,105230,79320,120030
1,36,New York State,33-1012,First-Line Supervisors of Police and Detectives,10080,133710,114600,93860,153640
10,1,Capital Region,29-1081,Podiatrists,,129750,131930,63290,162980
1,36,New York State,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,3170,126670,135510,92940,143540
1,36,New York State,33-1091,First-Line Supervisors of Security Workers,5980,67440,64370,44450,78930
1,36,New York State,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",2330,81980,74990,55690,95130
1,36,New York State,33-2011,Firefighters,10640,77560,83750,59190,86740
1,36,New York State,33-2021,Fire Inspectors and Investigators,1380,77440,69050,55640,88340
1,36,New York State,33-3011,Bailiffs,3950,71920,83770,52840,81450
1,36,New York State,33-3012,Correctional Officers and Jailers,34270,75970,68320,58190,84860
1,36,New York State,33-3021,Detectives and Criminal Investigators,10190,115110,106640,70470,137430
1,36,New York State,33-3031,Fish and Game Wardens,380,72590,65830,61320,78220
1,36,New York State,33-3041,Parking Enforcement Workers,430,54690,50780,39100,62480
1,36,New York State,33-3051,Police and Sheriff's Patrol Officers,49910,85800,84410,55540,100940
1,36,New York State,33-3052,Transit and Railroad Police,620,68050,54540,54540,74810
1,36,New York State,33-9011,Animal Control Workers,780,53320,47730,37360,61310
1,36,New York State,33-9021,Private Detectives and Investigators,1220,74230,68090,51720,85480
1,36,New York State,33-9031,Gaming Surveillance Officers and Gaming Investigators,,39720,39020,37110,41030
1,36,New York State,33-9032,Security Guards,110650,44530,40340,33590,50000
1,36,New York State,33-9091,Crossing Guards,10000,42090,40350,31190,47550
1,36,New York State,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",4490,35800,33270,29430,38980
1,36,New York State,33-9093,Transportation Security Screeners,3360,49490,50180,43330,52570
1,36,New York State,33-9094,School Bus Monitors,14890,36190,33810,30510,39030
1,36,New York State,33-9099,"Protective Service Workers, All Other",1330,50840,43440,35820,58350
1,36,New York State,35-0000,Food Preparation and Serving Related Occupations,546450,39530,32730,30080,44250
1,36,New York State,35-1011,Chefs and Head Cooks,12390,69280,63730,43630,82110
1,36,New York State,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,47130,50990,41770,34720,59120
1,36,New York State,35-2011,"Cooks, Fast Food",12780,34470,32250,30060,36680
1,36,New York State,35-2012,"Cooks, Institution and Cafeteria",14390,43730,41210,32480,49350
1,36,New York State,35-2014,"Cooks, Restaurant",56570,38950,39460,31650,42600
1,36,New York State,35-2015,"Cooks, Short Order",5540,35920,33550,30010,38870
1,36,New York State,35-2019,"Cooks, All Other",420,43830,41350,32500,49490
1,36,New York State,35-2021,Food Preparation Workers,43140,36820,33200,30400,40020
1,36,New York State,35-3011,Bartenders,20400,45170,36100,29080,53220
1,36,New York State,35-3023,Fast Food and Counter Workers,162460,33220,31790,30030,34820
1,36,New York State,35-3031,Waiters and Waitresses,88800,43010,32800,29590,49720
1,36,New York State,35-3041,"Food Servers, Nonrestaurant",18430,39000,36340,30130,43430
1,36,New York State,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,30610,39600,32310,28750,45030
1,36,New York State,35-9021,Dishwashers,22030,35450,32690,29460,38440
1,36,New York State,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",10210,35830,32000,29430,39020
1,36,New York State,35-9099,"Food Preparation and Serving Related Workers, All Other",1150,36490,33650,28830,40320
1,36,New York State,37-0000,Building and Grounds Cleaning and Maintenance Occupations,259780,42980,39240,30780,49070
1,36,New York State,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,8650,57730,52280,37900,67650
1,36,New York State,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4810,71450,66520,47910,83220
1,36,New York State,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",157460,41230,38440,30590,46550
1,36,New York State,37-2012,Maids and Housekeeping Cleaners,36630,42110,37640,30580,47880
1,36,New York State,37-2019,"Building Cleaning Workers, All Other",,65260,52610,49540,73120
1,36,New York State,37-2021,Pest Control Workers,3390,45660,40300,36490,50240
1,36,New York State,37-3011,Landscaping and Groundskeeping Workers,44720,42750,39750,31070,48590
1,36,New York State,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",400,40430,40670,28730,46280
1,36,New York State,37-3013,Tree Trimmers and Pruners,2630,60210,61120,43510,68570
1,36,New York State,37-3019,"Grounds Maintenance Workers, All Other",940,38050,32720,31270,41450
1,36,New York State,39-0000,Personal Care and Service Occupations,171740,43180,35790,29870,49830
1,36,New York State,39-1013,First-line Supervisors of Gambling Services Workers,630,69880,65380,58220,75710
1,36,New York State,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",1040,65620,53350,42460,77210
1,36,New York State,39-1022,First-Line Supervisors of Personal Service Workers,6970,58710,53350,38740,68700
1,36,New York State,39-2011,Animal Trainers,860,80960,64490,33980,104450
1,36,New York State,39-2021,Nonfarm Animal Caretakers,10570,37150,32100,29980,40740
1,36,New York State,39-3012,Gaming and Sports Book Writers and Runners,,41960,36680,33560,46150
1,36,New York State,39-3021,Motion Picture Projectionists,,47610,47960,31370,55730
1,36,New York State,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",2850,35680,32880,30230,38400
1,36,New York State,39-3091,Amusement and Recreation Attendants,9560,33800,31260,28720,36340
1,36,New York State,39-3092,Costume Attendants,640,74500,64680,38970,92270
1,36,New York State,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",380,38140,38440,30830,41800
1,36,New York State,39-3099,"Entertainment Attendants and Related Workers, All Other",,49390,51180,38720,54730
1,36,New York State,39-4011,Embalmers,,50320,49510,40710,55120
1,36,New York State,39-4012,Crematory Operators,,42550,40690,39220,44220
1,36,New York State,39-4021,Funeral Attendants,1000,38240,38320,30690,42010
1,36,New York State,39-4031,"Morticians, Undertakers, and Funeral Directors",1460,75360,69200,47150,89470
1,36,New York State,39-5011,Barbers,,41190,32000,27720,47920
1,36,New York State,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",18860,43610,32040,29010,50910
1,36,New York State,39-5091,"Makeup Artists, Theatrical and Performance",280,136040,138440,100300,153900
1,36,New York State,39-5092,Manicurists and Pedicurists,17310,30890,31100,28870,31900
1,36,New York State,39-5093,Shampooers,,36370,37910,31180,38960
1,36,New York State,39-6011,Baggage Porters and Bellhops,1990,45260,40030,31040,52370
1,36,New York State,39-6012,Concierges,7560,55410,61560,41030,62600
1,36,New York State,39-7010,Tour and Travel Guides,1040,42890,40350,31030,48820
1,36,New York State,39-9011,Childcare Workers,42250,35310,31880,29640,38150
1,36,New York State,39-9031,Fitness Trainers and Aerobics Instructors,13320,66150,51770,32520,82960
1,36,New York State,39-9032,Recreation Workers,17060,41440,39130,30220,47050
1,36,New York State,39-9041,Residential Advisors,6500,43160,40340,32900,48290
1,36,New York State,39-9099,"Personal Care and Service Workers, All Other",640,44140,38780,33110,49660
1,36,New York State,41-0000,Sales and Related Occupations,779900,64510,38980,29760,81890
1,36,New York State,41-1011,First-Line Supervisors of Retail Sales Workers,55190,56970,49470,35600,67660
1,36,New York State,41-1012,First-Line Supervisors of Non-Retail Sales Workers,18870,126230,109510,71100,153790
1,36,New York State,41-2011,Cashiers,179190,32910,30460,28580,35070
1,36,New York State,41-2012,Gaming Change Persons and Booth Cashiers,530,43930,40350,29600,51100
1,36,New York State,41-2021,Counter and Rental Clerks,16770,41790,38680,30220,47570
1,36,New York State,41-2022,Parts Salespersons,11070,45880,39130,30790,53420
1,36,New York State,41-2031,Retail Salespersons,221910,38110,31690,29430,42450
1,36,New York State,41-3011,Advertising Sales Agents,15080,98590,80930,48630,123580
1,36,New York State,41-3021,Insurance Sales Agents,19320,100130,71060,46870,126760
1,36,New York State,41-3031,"Securities, Commodities, and Financial Services Sales Agents",63130,164160,155900,70690,210890
1,36,New York State,41-3041,Travel Agents,2600,51050,48150,30910,61110
1,36,New York State,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",69890,87630,74500,43750,109570
1,36,New York State,43-5061,"Production, Planning, and Expediting Clerks",48550,57640,51070,40050,66440
1,36,New York State,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",14160,120770,106710,67490,147410
1,36,New York State,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",70410,81860,65900,41510,102040
1,36,New York State,41-9011,Demonstrators and Product Promoters,2000,39190,36360,30220,43680
1,36,New York State,41-9021,Real Estate Brokers,2600,106110,80180,50370,133980
1,36,New York State,41-9022,Real Estate Sales Agents,7930,88920,81360,49310,108720
